head_idx,layer,head_in_layer,avg_synergy,avg_redundancy,syn_balance,syn_red_score
705,22,1,0.05483386134531266,0.004574674593983523,0.9120143711988824,0.8658468771775231
706,22,2,0.06053591789332685,0.00570586841147646,0.9054640593662984,0.8079440881361534
707,22,3,0.07229441787914839,0.005570908094512175,0.9198270744368361,0.9349088270498543
708,22,4,0.04447656917500846,0.0051299477772884985,0.891081317077337,0.6808049665371766
709,22,5,0.05793724535615717,0.005286588367445952,0.9043331925675926,0.7979475653212208
710,22,6,0.04749972600223569,0.00531423774462479,0.8922398917468306,0.6910464186070854
711,22,7,0.049463057434738285,0.005562034429470448,0.8908057527049069,0.6783690602579119
712,22,8,0.055673728353152624,0.006968403171643603,0.8844296245619808,0.6220060027124598
713,22,9,0.052524093351679846,0.006226319794220111,0.8867587069141522,0.6425943911044293
714,22,10,0.05521324198683201,0.006833636385917722,0.8826304554464618,0.6061018881590998
715,22,11,0.052218159920530055,0.005136800408624968,0.9055642189982933,0.8088294691974054
